	shape	carat	color	clarity	cut	depth	table	lab	lab_id	price	url	img_url	cert_url	vid_url	date
0	ROUND	1.64	G	SI1	EX	61.9	58	GIA	6281137501	$11,840.80	http://bbucutting.com/view3dImages.asp?stock_no=6281137501				2018-04-06 16:17:23.698757
1	ROUND	1.58	G	SI1	EX	60.6	58	GIA	5192057841	$9,906.60	http://bbucutting.com/view3dImages.asp?stock_no=5192057841				2018-04-06 16:17:23.698757
2	ROUND	1.57	G	SI1	EX	61.7	59	GIA	2288039808	$10,738.80	http://bbucutting.com/view3dImages.asp?stock_no=2288039808				2018-04-06 16:17:23.698757
3	ROUND	1.56	G	SI1	EX	62.9	57	GIA	5191100223	$10,522.20	http://bbucutting.com/view3dImages.asp?stock_no=5191100223				2018-04-06 16:17:23.698757
4	ROUND	1.55	G	SI1	EX	60.4	59	GIA	1186949842	$10,602.00	http://bbucutting.com/view3dImages.asp?stock_no=1186949842				2018-04-06 16:17:23.698757
5	ROUND	1.54	G	SI1	EX	62.7	58	GIA	2286034512	$11,265.10	http://bbucutting.com/view3dImages.asp?stock_no=2286034512				2018-04-06 16:17:23.698757
6	ROUND	1.52	G	SI1	VG	64.3	58	GIA	5182957289	$9,674.80	http://bbucutting.com/view3dImages.asp?stock_no=5182957289				2018-04-06 16:17:23.698757
7	ROUND	1.52	G	SI1	EX	62.5	58	GIA	2191049663	$10,541.20	http://bbucutting.com/view3dImages.asp?stock_no=2191049663				2018-04-06 16:17:23.698757
8	ROUND	1.51	G	SI1	EX	62.7	57	GIA	2195083518	$10,328.40	http://bbucutting.com/view3dImages.asp?stock_no=2195083518				2018-04-06 16:17:23.698757
9	ROUND	1.51	G	SI1	EX	61.3	58	GIA	2195088905	$10,615.30	http://bbucutting.com/view3dImages.asp?stock_no=2195088905				2018-04-06 16:17:23.698757
10	ROUND	1.51	G	SI1	EX	62	58	GIA	2195111983	$11,189.10	http://bbucutting.com/view3dImages.asp?stock_no=2195111983				2018-04-06 16:17:23.698757
11	ROUND	1.50	G	SI1	EX	60.4	58	GIA	2195086993	$9,832.50	http://bbucutting.com/view3dImages.asp?stock_no=2195086993				2018-04-06 16:17:23.698757
12	ROUND	1.50	G	SI1	EX	61.2	59	GIA	1182665589	$10,687.50	http://bbucutting.com/view3dImages.asp?stock_no=1182665589				2018-04-06 16:17:23.698757
13	ROUND	1.50	G	SI1	EX	62.6	56	GIA	1182970177	$10,260.00	http://bbucutting.com/view3dImages.asp?stock_no=1182970177				2018-04-06 16:17:23.698757
14	ROUND	1.50	G	SI1	EX	60.1	59	GIA	1287181933	$11,115.00	http://bbucutting.com/view3dImages.asp?stock_no=1287181933				2018-04-06 16:17:23.698757
15	ROUND	1.80	H	SI1	EX	62.9	56	GIA	6183970535	$12,214.80	http://bbucutting.com/view3dImages.asp?stock_no=6183970535				2018-04-06 16:17:23.698757
16	ROUND	1.80	H	SI1	EX	62.8	58	GIA	96951040	$11,682.00	http://bbucutting.com/view3dImages.asp?stock_no=96951040				2018-04-06 16:17:23.698757
17	ROUND	1.59	H	SI1	EX	61.1	59	GIA	5191057752	$10,651.41	http://bbucutting.com/view3dImages.asp?stock_no=5191057752				2018-04-06 16:17:23.698757
18	ROUND	1.54	H	SI1	EX	60.7	57	GIA	6183975633	$10,048.50	http://bbucutting.com/view3dImages.asp?stock_no=6183975633				2018-04-06 16:17:23.698757
19	ROUND	1.52	H	SI1	EX	60.4	57	GIA	2195057774	$9,785.76	http://bbucutting.com/view3dImages.asp?stock_no=2195057774				2018-04-06 16:17:23.698757
20	ROUND	1.51	H	SI1	EX	62.6	58	GIA	2195086934	$9,590.01	http://bbucutting.com/view3dImages.asp?stock_no=2195086934				2018-04-06 16:17:23.698757
21	ROUND	1.51	H	SI1	EX	62.5	55	GIA	2191111974	$10,378.23	http://bbucutting.com/view3dImages.asp?stock_no=2191111974				2018-04-06 16:17:23.698757
22	ROUND	1.51	H	SI1	VG	63.2	59	GIA	2185957296	$8,276.31	http://bbucutting.com/view3dImages.asp?stock_no=2185957296				2018-04-06 16:17:23.698757
23	ROUND	1.51	H	SI1	VG	64.7	56	GIA	2185957318	$9,064.53	http://bbucutting.com/view3dImages.asp?stock_no=2185957318				2018-04-06 16:17:23.698757
24	ROUND	1.51	H	SI1	EX	62.5	56	GIA	1192066813	$10,115.49	http://bbucutting.com/view3dImages.asp?stock_no=1192066813				2018-04-06 16:17:23.698757
25	ROUND	1.51	H	SI1	EX	61.4	59	GIA	6197088758	$10,246.86	http://bbucutting.com/view3dImages.asp?stock_no=6197088758				2018-04-06 16:17:23.698757
26	ROUND	1.51	H	SI1	VG	64.3	56	GIA	3275980727	$8,407.68	http://bbucutting.com/view3dImages.asp?stock_no=3275980727				2018-04-06 16:17:23.698757
27	ROUND	1.51	H	SI1	EX	61.5	58	GIA	5181975625	$10,115.49	http://bbucutting.com/view3dImages.asp?stock_no=5181975625				2018-04-06 16:17:23.698757
28	ROUND	1.50	H	SI1	EX	62.2	56	GIA	1192088726	$9,265.50	http://bbucutting.com/view3dImages.asp?stock_no=1192088726				2018-04-06 16:17:23.698757
29	ROUND	1.50	H	SI1	VG	60.1	61	GIA	1192088783	$9,004.50	http://bbucutting.com/view3dImages.asp?stock_no=1192088783				2018-04-06 16:17:23.698757
