	shape	carat	color	clarity	cut	depth	table	lab	lab_id	price	url	img_url	cert_url	vid_url	date
0	ROUND	1.80	G	SI1	EX	60.5	59	GIA	1196124541	$14,193.00	http://bbucutting.com/view3dImages.asp?stock_no=1196124541				2018-04-26 12:03:49.880461
1	ROUND	1.52	G	SI1	VG	64.3	58	GIA	5182957289	$9,530.40	http://bbucutting.com/view3dImages.asp?stock_no=5182957289				2018-04-26 12:03:49.880461
2	ROUND	1.51	G	SI1	EX	62.5	55	GIA	2195030451	$10,902.20	http://bbucutting.com/view3dImages.asp?stock_no=2195030451				2018-04-26 12:03:49.880461
3	ROUND	1.51	G	SI1	EX	62.7	56	GIA	2191156887	$9,754.60	http://bbucutting.com/view3dImages.asp?stock_no=2191156887				2018-04-26 12:03:49.880461
4	ROUND	1.51	G	SI1	EX	62.6	56	GIA	6193125842	$10,902.20	http://bbucutting.com/view3dImages.asp?stock_no=6193125842				2018-04-26 12:03:49.880461
5	ROUND	1.50	G	SI1	EX	61.8	59	GIA	6271348207	$10,687.50	http://bbucutting.com/view3dImages.asp?stock_no=6271348207				2018-04-26 12:03:49.880461
6	ROUND	1.50	G	SI1	EX	62.6	55	GIA	2181818812	$10,117.50	http://bbucutting.com/view3dImages.asp?stock_no=2181818812				2018-04-26 12:03:49.880461
7	ROUND	1.50	G	SI1	EX	60.8	59	GIA	2195025659	$10,402.50	http://bbucutting.com/view3dImages.asp?stock_no=2195025659				2018-04-26 12:03:49.880461
8	ROUND	1.70	H	SI1	EX	62	56	GIA	2195174208	$11,684.10	http://bbucutting.com/view3dImages.asp?stock_no=2195174208				2018-04-26 12:03:49.880461
9	ROUND	1.70	H	SI1	EX	62.8	56	GIA	5191034819	$11,536.20	http://bbucutting.com/view3dImages.asp?stock_no=5191034819				2018-04-26 12:03:49.880461
10	ROUND	1.62	H	SI1	EX	62.8	57	GIA	5192018862	$10,852.38	http://bbucutting.com/view3dImages.asp?stock_no=5192018862				2018-04-26 12:03:49.880461
11	ROUND	1.60	H	SI1	EX	60.7	58	GIA	2287251133	$11,136.00	http://bbucutting.com/view3dImages.asp?stock_no=2287251133				2018-04-26 12:03:49.880461
12	ROUND	1.60	H	SI1	EX	60.9	59	GIA	6197049599	$10,718.40	http://bbucutting.com/view3dImages.asp?stock_no=6197049599				2018-04-26 12:03:49.880461
13	ROUND	1.53	H	SI1	EX	62.7	56	GIA	6183901365	$9,717.03	http://bbucutting.com/view3dImages.asp?stock_no=6183901365				2018-04-26 12:03:49.880461
14	ROUND	1.52	H	SI1	EX	62.6	57	GIA	1196156608	$9,785.76	http://bbucutting.com/view3dImages.asp?stock_no=1196156608				2018-04-26 12:03:49.880461
15	ROUND	1.51	H	SI1	EX	62.2	58	GIA	5191181568	$8,801.79	http://bbucutting.com/view3dImages.asp?stock_no=5191181568				2018-04-26 12:03:49.880461
16	ROUND	1.51	H	SI1	EX	61.3	59	GIA	6193179714	$9,984.12	http://bbucutting.com/view3dImages.asp?stock_no=6193179714				2018-04-26 12:03:49.880461
17	ROUND	1.50	H	SI1	EX	62.1	58	GIA	96971020	$8,457.00	http://bbucutting.com/view3dImages.asp?stock_no=96971020				2018-04-26 12:03:49.880461
18	ROUND	1.50	H	SI1	VG	64.6	56	GIA	5191135206	$8,874.00	http://bbucutting.com/view3dImages.asp?stock_no=5191135206				2018-04-26 12:03:49.880461
