	shape	carat	color	clarity	cut	depth	table	lab	lab_id	price	url	img_url	cert_url	vid_url	date
0	round	1.50	H	SI1	Signature Ideal	61.0%	60%	GIA	6272345472	$9076	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2047938	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6272345472.pdf		03/28/18 17:18:54
1	round	1.50	H	SI1	Signature Ideal	62.7%	58%	GIA	2277554203	$9076	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2172443	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2277554203.pdf		03/28/18 17:18:55
2	round	1.50	H	SI1	Signature Ideal	60.0%	62%	GIA	1192135659	$9125	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2168942	https://yadav-gemstone-graphics.s3.amazonaws.com/2168942_1.jpg	https://yadav-certs.s3.amazonaws.com/1192135659.pdf	http://www.yadavjewelry.com/diamonds/videos/2168942	03/28/18 17:18:55
3	round	1.51	H	SI1	Signature Ideal	62.4%	58%	GIA	7273838408	$9127	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd1974755	https://yadav-gemstone-graphics.s3.amazonaws.com/1974755_1.jpg	https://yadav-certs.s3.amazonaws.com/7273838408.jpg	http://www.yadavjewelry.com/diamonds/videos/1974755	03/28/18 17:18:56
4	round	1.51	H	SI1	Signature Ideal	61.4%	60%	GIA	2185882162	$9137	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2047939	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2185882162.pdf		03/28/18 17:18:57
5	round	1.50	H	SI1	Signature Ideal	62.8%	58%	GIA	6272979371	$9194	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2196531	https://yadav-gemstone-graphics.s3.amazonaws.com/2196531_1.jpg	https://yadav-certs.s3.amazonaws.com/6272979371.pdf	http://www.yadavjewelry.com/diamonds/videos/2196531	03/28/18 17:18:58
6	round	1.50	H	SI1	Signature Ideal	62.4%	57%	GIA	7286210170	$9196	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2183637	https://yadav-gemstone-graphics.s3.amazonaws.com/2183637_1.jpg	https://yadav-certs.s3.amazonaws.com/7286210170.jpg	http://www.yadavjewelry.com/diamonds/videos/2183637	03/28/18 17:18:58
7	round	1.50	H	SI1	Signature Ideal	62.0%	58%	GIA	2195055928	$9218	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2024484	https://yadav-gemstone-graphics.s3.amazonaws.com/2024484_1.jpg	https://yadav-certs.s3.amazonaws.com/2195055928.jpg	http://www.yadavjewelry.com/diamonds/videos/2024484	03/28/18 17:18:59
8	round	1.51	H	SI1	Signature Ideal	61.3%	59%	GIA	6272533828	$9234	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2159217	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6272533828.pdf		03/28/18 17:19:00
9	round	1.51	H	SI1	Signature Ideal	62.7%	56%	GIA	5182918205	$9234	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2117294	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/5182918205.pdf		03/28/18 17:19:01
