	shape	carat	color	clarity	cut	depth	table	lab	lab_id	price	url	img_url	cert_url	vid_url	date
0	round	1.50	H	SI1	Signature Ideal	62.7%	59%	GIA	2277552389	$9047	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2441906		https://yadav-certs.s3.amazonaws.com/2277552389.pdf	http://www.yadavjewelry.com/diamonds/videos/2441906	05/04/18 12:36:11
1	round	1.50	H	SI1	Signature Ideal	62.4%	57%	GIA	7286210170	$9062	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2436818	https://yadav-gemstone-graphics.s3.amazonaws.com/2436818_1.jpg	https://yadav-certs.s3.amazonaws.com/7286210170.jpg	http://www.yadavjewelry.com/diamonds/videos/2436818	05/04/18 12:36:13
2	round	1.53	H	SI1	Signature Ideal	62.7%	58%	GIA	2274556315	$9079	https://www.yadavjewelry.com/diamond/round-diamond-1.53-carat-H-SI1-yd2442747		https://yadav-certs.s3.amazonaws.com/2274556315.pdf	http://www.yadavjewelry.com/diamonds/videos/2442747	05/04/18 12:36:13
3	round	1.51	H	SI1	Signature Ideal	62.3%	58%	GIA	6285637035	$9080	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2425046	https://yadav-gemstone-graphics.s3.amazonaws.com/2425046_1.jpg	https://yadav-certs.s3.amazonaws.com/6285637035.pdf	http://www.yadavjewelry.com/diamonds/videos/2425046	05/04/18 12:36:15
4	round	1.51	H	SI1	Signature Ideal	62.7%	59%	GIA	6275748555	$9107	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2441907		https://yadav-certs.s3.amazonaws.com/6275748555.pdf	http://www.yadavjewelry.com/diamonds/videos/2441907	05/04/18 12:36:16
5	round	1.56	H	SI1	Signature Ideal	62.6%	57%	GIA	6285095784	$9123	https://www.yadavjewelry.com/diamond/round-diamond-1.56-carat-H-SI1-yd2442496		https://yadav-certs.s3.amazonaws.com/6285095784.pdf	http://www.yadavjewelry.com/diamonds/videos/2442496	05/04/18 12:36:17
6	round	1.50	H	SI1	Signature Ideal	61.4%	57%	GIA	1283746791	$9163	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2439408	https://yadav-gemstone-graphics.s3.amazonaws.com/2439408_1.jpg	https://yadav-certs.s3.amazonaws.com/1283746791.jpg	http://www.yadavjewelry.com/diamonds/videos/2439408	05/04/18 12:36:17
7	round	1.52	H	SI1	Signature Ideal	62.6%	58%	GIA	1278711035	$9168	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-H-SI1-yd2442371		https://yadav-certs.s3.amazonaws.com/1278711035.pdf	http://www.yadavjewelry.com/diamonds/videos/2442371	05/04/18 12:36:18
8	round	1.51	H	SI1	Signature Ideal	62.1%	58%	GIA	2195212220	$9187	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2437327	https://yadav-gemstone-graphics.s3.amazonaws.com/2437327_1.jpg	https://yadav-certs.s3.amazonaws.com/2195212220.jpg	http://www.yadavjewelry.com/diamonds/videos/2437327	05/04/18 12:36:19
9	round	1.51	H	SI1	Signature Ideal	62.4%	58%	GIA	7273838408	$9188	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2436692	https://yadav-gemstone-graphics.s3.amazonaws.com/2436692_1.jpg	https://yadav-certs.s3.amazonaws.com/7273838408.jpg	http://www.yadavjewelry.com/diamonds/videos/2436692	05/04/18 12:36:21
