	shape	carat	color	clarity	cut	depth	table	lab	price	url	img_url	cert_url	vid_url	date
112	round	1.51	G	SI1	Signature Ideal	62.1%	58%	GIA	$10525	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-G-SI1-yd995749	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/5253253497.pdf		03/20/18 23:46:28
113	round	1.52	G	SI1	Signature Ideal	59.6%	60%	GIA	$10530	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-SI1-yd1461983	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2266883659.pdf		03/20/18 23:46:28
114	round	1.52	G	SI1	Signature Ideal	62.7%	58%	GIA	$10534	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-SI1-yd2141047	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2287344160.pdf		03/20/18 23:46:29
115	round	1.50	H	VS2	Signature Ideal	61.7%	60%	GIA	$10537	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-VS2-yd2151333	https://yadav-gemstone-graphics.s3.amazonaws.com/2151333_1.jpg	https://yadav-certs.s3.amazonaws.com/1285320371.jpg	http://www.yadavjewelry.com/diamonds/videos/2151333	03/20/18 23:46:30
116	round	1.50	H	VS2	Signature Ideal	63.0%	58%	GIA	$10537	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-VS2-yd2160013	https://yadav-gemstone-graphics.s3.amazonaws.com/2160013_1.jpg	https://yadav-certs.s3.amazonaws.com/2191003301.jpg	http://www.yadavjewelry.com/diamonds/videos/2160013	03/20/18 23:46:31
117	round	1.58	G	SI1	Signature Ideal	61.6%	58%	GIA	$10551	https://www.yadavjewelry.com/diamond/round-diamond-1.58-carat-G-SI1-yd2117286	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/5171925527.pdf		03/20/18 23:46:32
118	round	1.51	H	SI1	Signature Ideal	62.7%	58%	GIA	$10563	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2069713	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/1288168964.pdf		03/20/18 23:46:32
119	round	1.51	H	VS2	Signature Ideal	62.4%	55%	GIA	$10566	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-VS2-yd1109816	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/7252831096.pdf		03/20/18 23:46:33
120	round	1.52	G	SI1	Signature Ideal	62.5%	58%	GIA	$10574	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-SI1-yd2145494	https://yadav-gemstone-graphics.s3.amazonaws.com/2145494_1.jpg	https://yadav-certs.s3.amazonaws.com/2191049663.pdf	http://www.yadavjewelry.com/diamonds/videos/2145494	03/20/18 23:46:34
121	round	1.60	H	SI1	Signature Ideal	60.9%	59%	GIA	$10583	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-SI1-yd2109958	https://yadav-gemstone-graphics.s3.amazonaws.com/2109958_1.jpg	https://yadav-certs.s3.amazonaws.com/6197049599.pdf	http://www.yadavjewelry.com/diamonds/videos/2109958	03/20/18 23:46:35
122	round	1.50	G	VS2	Signature Ideal	62.5%	57%	GIA	$10595	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-VS2-yd2108190	https://yadav-gemstone-graphics.s3.amazonaws.com/2108190_1.jpg	https://yadav-certs.s3.amazonaws.com/1289035906.jpg	http://www.yadavjewelry.com/diamonds/videos/2108190	03/20/18 23:46:36
123	round	1.52	H	SI1	Signature Ideal	61.6%	61%	GIA	$10612	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-H-SI1-yd2085474	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2257374987.pdf		03/20/18 23:46:37
124	round	1.50	G	SI1	Signature Ideal	62.8%	56%	GIA	$10626	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd2143369	https://yadav-gemstone-graphics.s3.amazonaws.com/2143369_1.jpg	https://yadav-certs.s3.amazonaws.com/3285346244.jpg	http://www.yadavjewelry.com/diamonds/videos/2143369	03/20/18 23:46:37
125	round	1.55	H	VS2	Signature Ideal	62.6%	58%	GIA	$10631	https://www.yadavjewelry.com/diamond/round-diamond-1.55-carat-H-VS2-yd2022139	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/1278633641.pdf		03/20/18 23:46:38
126	round	1.59	H	VS2	Signature Ideal	62.9%	57%	GIA	$10651	https://www.yadavjewelry.com/diamond/round-diamond-1.59-carat-H-VS2-yd1923487	https://yadav-gemstone-graphics.s3.amazonaws.com/1923487_1.jpg	https://yadav-certs.s3.amazonaws.com/6211710059.pdf		03/20/18 23:46:39
127	round	1.50	G	SI1	Signature Ideal	62.0%	57%	GIA	$10659	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd2006564	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6242184408.pdf		03/20/18 23:46:40
128	round	1.52	H	VS2	Signature Ideal	62.7%	57%	GIA	$10677	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-H-VS2-yd2151352	https://yadav-gemstone-graphics.s3.amazonaws.com/2151352_1.jpg	https://yadav-certs.s3.amazonaws.com/7288346220.jpg	http://www.yadavjewelry.com/diamonds/videos/2151352	03/20/18 23:46:41
129	round	1.51	G	SI1	Signature Ideal	59.0%	61%	GIA	$10697	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-G-SI1-yd2003193	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/5196227944.pdf		03/20/18 23:46:41
130	round	1.54	G	SI1	Signature Ideal	62.6%	57%	GIA	$10698	https://www.yadavjewelry.com/diamond/round-diamond-1.54-carat-G-SI1-yd2033426	https://yadav-gemstone-graphics.s3.amazonaws.com/2033426_1.jpg	https://yadav-certs.s3.amazonaws.com/2284104281.pdf	https://yadav-videos.s3.amazonaws.com/2284104281.mp4	03/20/18 23:46:42
131	round	1.51	H	SI1	Signature Ideal	59.0%	60%	GIA	$10703	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd1856910	https://yadav-gemstone-graphics.s3.amazonaws.com/1856910_1.jpg	https://yadav-certs.s3.amazonaws.com/6187621490.pdf	http://www.yadavjewelry.com/diamonds/videos/1856910	03/20/18 23:46:43
132	round	1.51	H	SI1	Signature Ideal	57.0%	62%	GIA	$10703	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd1859618	https://yadav-gemstone-graphics.s3.amazonaws.com/1859618_1.jpg	https://yadav-certs.s3.amazonaws.com/1182299907.pdf	http://www.yadavjewelry.com/diamonds/videos/1859618	03/20/18 23:46:44
133	round	1.50	H	VS2	Signature Ideal	61.0%	61%	GIA	$10737	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-VS2-yd1856844	https://yadav-gemstone-graphics.s3.amazonaws.com/1856844_1.jpg	https://yadav-certs.s3.amazonaws.com/2256813249.pdf	http://www.yadavjewelry.com/diamonds/videos/1856844	03/20/18 23:46:45
134	round	1.50	H	VS2	Signature Ideal	62.5%	57%	GIA	$10751	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-VS2-yd1595359	https://yadav-gemstone-graphics.s3.amazonaws.com/1595359_1.jpg	https://yadav-certs.s3.amazonaws.com/1275030230.jpg	https://yadav-videos.s3.amazonaws.com/1275030230.mp4	03/20/18 23:46:45
135	round	1.54	G	SI1	Signature Ideal	60.1%	59%	GIA	$10774	https://www.yadavjewelry.com/diamond/round-diamond-1.54-carat-G-SI1-yd2082286	https://yadav-gemstone-graphics.s3.amazonaws.com/2082286_1.jpg	https://yadav-certs.s3.amazonaws.com/2191034892.pdf	http://www.yadavjewelry.com/diamonds/videos/2082286	03/20/18 23:46:46
136	round	1.51	H	VS2	Signature Ideal	62.6%	57%	GIA	$10808	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-VS2-yd2168801	https://yadav-gemstone-graphics.s3.amazonaws.com/2168801_1.jpg	https://yadav-certs.s3.amazonaws.com/2287433322.pdf		03/20/18 23:46:47
137	round	1.59	H	SI1	Signature Ideal	61.1%	59%	GIA	$10810	https://www.yadavjewelry.com/diamond/round-diamond-1.59-carat-H-SI1-yd2145466	https://yadav-gemstone-graphics.s3.amazonaws.com/2145466_1.jpg	https://yadav-certs.s3.amazonaws.com/5191057752.pdf	http://www.yadavjewelry.com/diamonds/videos/2145466	03/20/18 23:46:48
138	round	1.61	H	VS2	Signature Ideal	62.5%	56%	GIA	$10822	https://www.yadavjewelry.com/diamond/round-diamond-1.61-carat-H-VS2-yd2103268	https://yadav-gemstone-graphics.s3.amazonaws.com/2103268_1.jpg	https://yadav-certs.s3.amazonaws.com/2286078824.jpg	http://www.yadavjewelry.com/diamonds/videos/2103268	03/20/18 23:46:49
139	round	1.52	G	SI1	Signature Ideal	59.3%	60%	GIA	$10827	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-SI1-yd2135748	https://yadav-gemstone-graphics.s3.amazonaws.com/2135748_1.jpg	https://yadav-certs.s3.amazonaws.com/6281337026.pdf	https://yadav-videos.s3.amazonaws.com/6281337026.jpg	03/20/18 23:46:50
140	round	1.61	G	SI1	Signature Ideal	62.5%	56%	GIA	$10832	https://www.yadavjewelry.com/diamond/round-diamond-1.61-carat-G-SI1-yd2005036	https://yadav-gemstone-graphics.s3.amazonaws.com/2005036_1.jpg	https://yadav-certs.s3.amazonaws.com/7266191179.pdf	http://www.yadavjewelry.com/diamonds/videos/2005036	03/20/18 23:46:50
141	round	1.50	G	SI1	Signature Ideal	56.0%	62%	GIA	$10851	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd1856837	https://yadav-gemstone-graphics.s3.amazonaws.com/1856837_1.jpg	https://yadav-certs.s3.amazonaws.com/6187350084.pdf	http://www.yadavjewelry.com/diamonds/videos/1856837	03/20/18 23:46:51
142	round	1.57	G	SI1	Signature Ideal	62.6%	57%	GIA	$10877	https://www.yadavjewelry.com/diamond/round-diamond-1.57-carat-G-SI1-yd2067919	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2257111282.pdf		03/20/18 23:46:52
143	round	1.50	H	VS2	Signature Ideal	58.0%	62%	GIA	$10887	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-VS2-yd1856846	https://yadav-gemstone-graphics.s3.amazonaws.com/1856846_1.jpg	https://yadav-certs.s3.amazonaws.com/2181219789.pdf	http://www.yadavjewelry.com/diamonds/videos/1856846	03/20/18 23:46:53
144	round	1.60	H	VS2	Signature Ideal	61.9%	60%	GIA	$10890	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-VS2-yd2108287	https://yadav-gemstone-graphics.s3.amazonaws.com/2108287_1.jpg	https://yadav-certs.s3.amazonaws.com/2288024530.jpg	http://www.yadavjewelry.com/diamonds/videos/2108287	03/20/18 23:46:54
145	round	1.60	H	VS2	Signature Ideal	60.9%	61%	GIA	$10890	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-VS2-yd2108288	https://yadav-gemstone-graphics.s3.amazonaws.com/2108288_1.jpg	https://yadav-certs.s3.amazonaws.com/7288036520.jpg	http://www.yadavjewelry.com/diamonds/videos/2108288	03/20/18 23:46:54
146	round	1.52	H	SI1	Signature Ideal	57.0%	62%	GIA	$10915	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-H-SI1-yd1856934	https://yadav-gemstone-graphics.s3.amazonaws.com/1856934_1.jpg	https://yadav-certs.s3.amazonaws.com/6255539297.pdf	http://www.yadavjewelry.com/diamonds/videos/1856934	03/20/18 23:46:55
147	round	1.70	H	SI1	Signature Ideal	63.4%	56%	GIA	$10919	https://www.yadavjewelry.com/diamond/round-diamond-1.70-carat-H-SI1-yd2074961	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6271825338.pdf		03/20/18 23:46:56
148	round	1.59	G	SI1	Signature Ideal	62.1%	54%	GIA	$10922	https://www.yadavjewelry.com/diamond/round-diamond-1.59-carat-G-SI1-yd995385	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/7221420866.pdf		03/20/18 23:46:57
149	round	1.51	G	SI1	Signature Ideal	59.8%	60%	GIA	$10923	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-G-SI1-yd2168499	https://yadav-gemstone-graphics.s3.amazonaws.com/2168499_1.jpg	https://yadav-certs.s3.amazonaws.com/2286299834.pdf	http://www.yadavjewelry.com/diamonds/videos/2168499	03/20/18 23:46:57
150	round	1.70	H	SI1	Signature Ideal	56.0%	62%	GIA	$10947	https://www.yadavjewelry.com/diamond/round-diamond-1.70-carat-H-SI1-yd1857070	https://yadav-gemstone-graphics.s3.amazonaws.com/1857070_1.jpg	https://yadav-certs.s3.amazonaws.com/1278069385.pdf	http://www.yadavjewelry.com/diamonds/videos/1857070	03/20/18 23:46:58
151	round	1.63	H	SI1	Signature Ideal	56.0%	62%	GIA	$10950	https://www.yadavjewelry.com/diamond/round-diamond-1.63-carat-H-SI1-yd2086360	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/1235856809.pdf	http://www.yadavjewelry.com/diamonds/videos/2086360	03/20/18 23:46:59
152	round	1.60	H	VS2	Signature Ideal	61.9%	58%	GIA	$10976	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-VS2-yd2100810	https://yadav-gemstone-graphics.s3.amazonaws.com/2100810_1.jpg	https://yadav-certs.s3.amazonaws.com/6281184657.jpg	http://www.yadavjewelry.com/diamonds/videos/2100810	03/20/18 23:47:00
153	round	1.53	H	VS2	Signature Ideal	60.2%	58%	GIA	$10977	https://www.yadavjewelry.com/diamond/round-diamond-1.53-carat-H-VS2-yd2135123	https://yadav-gemstone-graphics.s3.amazonaws.com/2135123_1.jpg	https://yadav-certs.s3.amazonaws.com/7261561904.pdf	http://www.yadavjewelry.com/diamonds/videos/2135123	03/20/18 23:47:01
154	round	1.65	G	SI1	Signature Ideal	62.1%	57%	GIA	$10979	https://www.yadavjewelry.com/diamond/round-diamond-1.65-carat-G-SI1-yd2046912	https://yadav-gemstone-graphics.s3.amazonaws.com/2046912_1.jpg	https://yadav-certs.s3.amazonaws.com/5286059211.jpg	http://www.yadavjewelry.com/diamonds/videos/2046912	03/20/18 23:47:01
155	round	1.70	H	SI1	Signature Ideal	62.3%	57%	GIA	$10992	https://www.yadavjewelry.com/diamond/round-diamond-1.70-carat-H-SI1-yd2055503	https://yadav-gemstone-graphics.s3.amazonaws.com/2055503_1.jpg	https://yadav-certs.s3.amazonaws.com/6281027347.jpg	http://www.yadavjewelry.com/diamonds/videos/2055503	03/20/18 23:47:02
156	round	1.62	H	SI1	Signature Ideal	62.8%	57%	GIA	$10993	https://www.yadavjewelry.com/diamond/round-diamond-1.62-carat-H-SI1-yd2080646	https://yadav-gemstone-graphics.s3.amazonaws.com/2080646_1.jpg	https://yadav-certs.s3.amazonaws.com/5192018862.pdf	http://www.yadavjewelry.com/diamonds/videos/2080646	03/20/18 23:47:03
157	round	1.55	H	VS2	Signature Ideal	62.6%	55%	GIA	$10997	https://www.yadavjewelry.com/diamond/round-diamond-1.55-carat-H-VS2-yd2121751	https://yadav-gemstone-graphics.s3.amazonaws.com/2121751_1.jpg	https://yadav-certs.s3.amazonaws.com/6193049092.pdf	http://www.yadavjewelry.com/diamonds/videos/2121751	03/20/18 23:47:04
158	round	1.61	H	VS2	Signature Ideal	62.5%	57%	GIA	$11011	https://www.yadavjewelry.com/diamond/round-diamond-1.61-carat-H-VS2-yd2067819	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2193001174.pdf		03/20/18 23:47:04
159	round	1.60	H	VS2	Signature Ideal	62.5%	58%	GIA	$11035	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-VS2-yd2110240	https://yadav-gemstone-graphics.s3.amazonaws.com/2110240_1.jpg	https://yadav-certs.s3.amazonaws.com/6282197783.pdf	http://www.yadavjewelry.com/diamonds/videos/2110240	03/20/18 23:47:05
160	round	1.61	H	VS2	Signature Ideal	61.8%	59%	GIA	$11041	https://www.yadavjewelry.com/diamond/round-diamond-1.61-carat-H-VS2-yd1959523	https://yadav-gemstone-graphics.s3.amazonaws.com/1959523_1.jpg	https://yadav-certs.s3.amazonaws.com/1182986921.pdf	http://www.yadavjewelry.com/diamonds/videos/1959523	03/20/18 23:47:06
161	round	1.62	H	VS2	Signature Ideal	62.1%	59%	GIA	$11062	https://www.yadavjewelry.com/diamond/round-diamond-1.62-carat-H-VS2-yd2152100	https://yadav-gemstone-graphics.s3.amazonaws.com/2152100_1.jpg	https://yadav-certs.s3.amazonaws.com/5191049594.pdf	http://www.yadavjewelry.com/diamonds/videos/2152100	03/20/18 23:47:07
162	round	1.62	G	SI1	Signature Ideal	62.8%	58%	GIA	$11082	https://www.yadavjewelry.com/diamond/round-diamond-1.62-carat-G-SI1-yd1833407	https://yadav-gemstone-graphics.s3.amazonaws.com/1833407_1.jpg	https://yadav-certs.s3.amazonaws.com/2277701652.pdf	https://yadav-videos.s3.amazonaws.com/2277701652.mp4	03/20/18 23:47:08
163	round	1.50	G	SI1	Signature Ideal	62.7%	56%	GIA	$11092	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd709496	https://yadav-gemstone-graphics.s3.amazonaws.com/709496_1.jpg	https://yadav-certs.s3.amazonaws.com/2185183435.jpg	https://yadav-videos.s3.amazonaws.com/2185183435.mp4	03/20/18 23:47:08
164	round	1.60	G	SI1	Signature Ideal	62.9%	58%	GIA	$11097	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-G-SI1-yd1990795	https://yadav-gemstone-graphics.s3.amazonaws.com/1990795_1.jpg	https://yadav-certs.s3.amazonaws.com/2277923833.pdf		03/20/18 23:47:09
165	round	1.70	H	SI1	Signature Ideal	62.5%	58%	GIA	$11105	https://www.yadavjewelry.com/diamond/round-diamond-1.70-carat-H-SI1-yd1974518	https://yadav-gemstone-graphics.s3.amazonaws.com/1974518_1.jpg	https://yadav-certs.s3.amazonaws.com/3245395732.pdf	http://www.yadavjewelry.com/diamonds/videos/1974518	03/20/18 23:47:10
166	round	1.51	H	VS2	Signature Ideal	58.0%	61%	GIA	$11111	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-VS2-yd1856909	https://yadav-gemstone-graphics.s3.amazonaws.com/1856909_1.jpg	https://yadav-certs.s3.amazonaws.com/2185652020.pdf	http://www.yadavjewelry.com/diamonds/videos/1856909	03/20/18 23:47:11
167	round	1.61	H	VS2	Signature Ideal	62.9%	56%	GIA	$11114	https://www.yadavjewelry.com/diamond/round-diamond-1.61-carat-H-VS2-yd2108314	https://yadav-gemstone-graphics.s3.amazonaws.com/2108314_1.jpg	https://yadav-certs.s3.amazonaws.com/6281224918.jpg	http://www.yadavjewelry.com/diamonds/videos/2108314	03/20/18 23:47:12
168	round	1.70	H	SI1	Signature Ideal	62.3%	58%	GIA	$11127	https://www.yadavjewelry.com/diamond/round-diamond-1.70-carat-H-SI1-yd1990927	https://yadav-gemstone-graphics.s3.amazonaws.com/1990927_1.jpg	https://yadav-certs.s3.amazonaws.com/7271875716.jpg	http://www.yadavjewelry.com/diamonds/videos/1990927	03/20/18 23:47:12
169	round	1.54	G	SI1	Signature Ideal	60.0%	61%	GIA	$11140	https://www.yadavjewelry.com/diamond/round-diamond-1.54-carat-G-SI1-yd2024179	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/3255859277.pdf	http://www.yadavjewelry.com/diamonds/videos/2024179	03/20/18 23:47:13
170	round	1.71	H	SI1	Signature Ideal	62.7%	56%	GIA	$11170	https://www.yadavjewelry.com/diamond/round-diamond-1.71-carat-H-SI1-yd2147516	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2274426503.pdf		03/20/18 23:47:14
171	round	1.60	H	VS2	Signature Ideal	62.8%	56%	GIA	$11215	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-VS2-yd2143393	https://yadav-gemstone-graphics.s3.amazonaws.com/2143393_1.jpg	https://yadav-certs.s3.amazonaws.com/2286376287.jpg	http://www.yadavjewelry.com/diamonds/videos/2143393	03/20/18 23:47:15
172	round	1.50	G	VS2	Signature Ideal	61.4%	58%	GIA	$11224	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-VS2-yd2060896	https://yadav-gemstone-graphics.s3.amazonaws.com/2060896_1.jpg	https://yadav-certs.s3.amazonaws.com/2185972573.jpg	http://www.yadavjewelry.com/diamonds/videos/2060896	03/20/18 23:47:16
173	round	1.52	G	SI1	Signature Ideal	60.3%	59%	GIA	$11239	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-SI1-yd1976422	https://yadav-gemstone-graphics.s3.amazonaws.com/1976422_1.jpg	https://yadav-certs.s3.amazonaws.com/2277884883.jpg		03/20/18 23:47:16
174	round	1.50	G	VS2	Signature Ideal	62.2%	56%	GIA	$11258	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-VS2-yd2060904	https://yadav-gemstone-graphics.s3.amazonaws.com/2060904_1.jpg	https://yadav-certs.s3.amazonaws.com/5192021389.jpg	http://www.yadavjewelry.com/diamonds/videos/2060904	03/20/18 23:47:17
175	round	1.51	H	VS2	Signature Ideal	58.0%	62%	GIA	$11262	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-VS2-yd1947279	https://yadav-gemstone-graphics.s3.amazonaws.com/1947279_1.jpg	https://yadav-certs.s3.amazonaws.com/5182892573.pdf	http://www.yadavjewelry.com/diamonds/videos/1947279	03/20/18 23:47:18
176	round	1.60	G	SI1	Signature Ideal	62.5%	57%	GIA	$11315	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-G-SI1-yd996042	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2181422706.pdf		03/20/18 23:47:19
177	round	1.71	H	SI1	Signature Ideal	61.7%	59%	GIA	$11328	https://www.yadavjewelry.com/diamond/round-diamond-1.71-carat-H-SI1-yd2147714	https://yadav-gemstone-graphics.s3.amazonaws.com/2147714_1.jpg	https://yadav-certs.s3.amazonaws.com/1283183697.pdf		03/20/18 23:47:20
178	round	1.63	H	VS2	Signature Ideal	62.5%	58%	GIA	$11341	https://www.yadavjewelry.com/diamond/round-diamond-1.63-carat-H-VS2-yd2038593	https://yadav-gemstone-graphics.s3.amazonaws.com/2038593_1.jpg	https://yadav-certs.s3.amazonaws.com/1289021062.pdf	http://www.yadavjewelry.com/diamonds/videos/2038593	03/20/18 23:47:21
179	round	1.52	G	SI1	Signature Ideal	62.8%	57%	GIA	$11372	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-SI1-yd2093076	https://yadav-gemstone-graphics.s3.amazonaws.com/2093076_1.jpg	https://yadav-certs.s3.amazonaws.com/5286320632.pdf	http://www.yadavjewelry.com/diamonds/videos/2093076	03/20/18 23:47:22
180	round	1.50	G	VS2	Signature Ideal	60.7%	60%	GIA	$11387	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-VS2-yd2085189	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6183973369.pdf		03/20/18 23:47:22
181	round	1.71	H	SI1	Signature Ideal	62.0%	61%	GIA	$11387	https://www.yadavjewelry.com/diamond/round-diamond-1.71-carat-H-SI1-yd2103287	https://yadav-gemstone-graphics.s3.amazonaws.com/2103287_1.jpg	https://yadav-certs.s3.amazonaws.com/5286106580.jpg	http://www.yadavjewelry.com/diamonds/videos/2103287	03/20/18 23:47:23
182	round	1.65	H	VS2	Signature Ideal	60.0%	60%	GIA	$11398	https://www.yadavjewelry.com/diamond/round-diamond-1.65-carat-H-VS2-yd2164803	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2276736834.pdf		03/20/18 23:47:24
183	round	1.60	H	VS2	Signature Ideal	61.9%	59%	GIA	$11399	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-VS2-yd2151356	https://yadav-gemstone-graphics.s3.amazonaws.com/2151356_1.jpg	https://yadav-certs.s3.amazonaws.com/7281133014.jpg	http://www.yadavjewelry.com/diamonds/videos/2151356	03/20/18 23:47:25
184	round	1.56	G	SI1	Signature Ideal	62.2%	57%	GIA	$11443	https://www.yadavjewelry.com/diamond/round-diamond-1.56-carat-G-SI1-yd2069742	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/7286125129.pdf		03/20/18 23:47:25
185	round	1.51	G	VS2	Signature Ideal	62.2%	58%	GIA	$11448	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-G-VS2-yd2005214	https://yadav-gemstone-graphics.s3.amazonaws.com/2005214_1.jpg	https://yadav-certs.s3.amazonaws.com/6271916967.jpg	http://www.yadavjewelry.com/diamonds/videos/2005214	03/20/18 23:47:26
186	round	1.50	G	VS2	Signature Ideal	62.3%	58%	GIA	$11464	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-VS2-yd2074403	https://yadav-gemstone-graphics.s3.amazonaws.com/2074403_1.jpg	https://yadav-certs.s3.amazonaws.com/5286118794.jpg	http://www.yadavjewelry.com/diamonds/videos/2074403	03/20/18 23:47:27
187	round	1.52	G	VS2	Signature Ideal	62.3%	58%	GIA	$11467	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-G-VS2-yd2060868	https://yadav-gemstone-graphics.s3.amazonaws.com/2060868_1.jpg	https://yadav-certs.s3.amazonaws.com/5192003892.jpg	http://www.yadavjewelry.com/diamonds/videos/2060868	03/20/18 23:47:28
188	round	1.51	G	VS2	Signature Ideal	62.4%	56%	GIA	$11493	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-G-VS2-yd2086547	https://yadav-gemstone-graphics.s3.amazonaws.com/2086547_1.jpg	https://yadav-certs.s3.amazonaws.com/2191044276.jpg	http://www.yadavjewelry.com/diamonds/videos/2086547	03/20/18 23:47:29
189	round	1.50	G	SI1	Signature Ideal	61.0%	57%	GIA	$11528	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd1732960	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2186359260.pdf		03/20/18 23:47:30
190	round	1.60	G	SI1	Signature Ideal	60.7%	61%	GIA	$11547	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-G-SI1-yd2093437	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/7268621644.jpg	http://www.yadavjewelry.com/diamonds/videos/2093437	03/20/18 23:47:30
